,record_identifier,meter_number,consumption,file_type_identifier,company_id,file_generation_number,measurement_datetime,file_creation_datetime
121,CONSU,3,3.53,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
122,CONSU,3,9.42,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
123,CONSU,3,5.94,SMRT,GAZ,PN000004,2019/10/15 10:00:00,2019/10/16 10:29:43
124,CONSU,3,16.42,SMRT,GAZ,PN000004,2019/10/15 11:00:00,2019/10/16 10:29:43
125,CONSU,3,11.64,SMRT,GAZ,PN000004,2019/10/15 12:00:00,2019/10/16 10:29:43
126,CONSU,3,5.87,SMRT,GAZ,PN000004,2019/10/15 13:00:00,2019/10/16 10:29:43
127,CONSU,3,14.47,SMRT,GAZ,PN000004,2019/10/15 14:00:00,2019/10/16 10:29:43
128,CONSU,3,14.52,SMRT,GAZ,PN000004,2019/10/15 15:00:00,2019/10/16 10:29:43
129,CONSU,3,4.32,SMRT,GAZ,PN000004,2019/10/15 16:00:00,2019/10/16 10:29:43
130,CONSU,3,4.91,SMRT,GAZ,PN000004,2019/10/15 17:00:00,2019/10/16 10:29:43
131,CONSU,3,15.56,SMRT,GAZ,PN000004,2019/10/15 18:00:00,2019/10/16 10:29:43
132,CONSU,3,18.87,SMRT,GAZ,PN000004,2019/10/15 19:00:00,2019/10/16 10:29:43
133,CONSU,3,2.75,SMRT,GAZ,PN000004,2019/10/15 20:00:00,2019/10/16 10:29:43
134,CONSU,3,0.08,SMRT,GAZ,PN000004,2019/10/15 21:00:00,2019/10/16 10:29:43
135,CONSU,3,7.5,SMRT,GAZ,PN000004,2019/10/15 22:00:00,2019/10/16 10:29:43
136,CONSU,3,8.01,SMRT,GAZ,PN000004,2019/10/15 23:00:00,2019/10/16 10:29:43
137,CONSU,3,5.59,SMRT,GAZ,PN000004,2019/10/16 00:00:00,2019/10/16 10:29:43
138,CONSU,3,4.85,SMRT,GAZ,PN000004,2019/10/16 01:00:00,2019/10/16 10:29:43
139,CONSU,3,11.59,SMRT,GAZ,PN000004,2019/10/16 02:00:00,2019/10/16 10:29:43
140,CONSU,3,1.86,SMRT,GAZ,PN000004,2019/10/16 03:00:00,2019/10/16 10:29:43
141,CONSU,3,8.66,SMRT,GAZ,PN000004,2019/10/16 04:00:00,2019/10/16 10:29:43
142,CONSU,3,19.88,SMRT,GAZ,PN000004,2019/10/16 05:00:00,2019/10/16 10:29:43
143,CONSU,3,10.72,SMRT,GAZ,PN000004,2019/10/16 06:00:00,2019/10/16 10:29:43
144,CONSU,3,10.66,SMRT,GAZ,PN000004,2019/10/16 07:00:00,2019/10/16 10:29:43
145,CONSU,3,16.75,SMRT,GAZ,PN000004,2019/10/16 08:00:00,2019/10/16 10:29:43
146,CONSU,3,12.05,SMRT,GAZ,PN000004,2019/10/16 09:00:00,2019/10/16 10:29:43
147,CONSU,3,7.52,SMRT,GAZ,PN000004,2019/10/16 10:00:00,2019/10/16 10:29:43
148,CONSU,3,9.57,SMRT,GAZ,PN000004,2019/10/16 11:00:00,2019/10/16 10:29:43
149,CONSU,3,13.21,SMRT,GAZ,PN000004,2019/10/16 12:00:00,2019/10/16 10:29:43
150,CONSU,3,1.42,SMRT,GAZ,PN000004,2019/10/16 13:00:00,2019/10/16 10:29:43
151,CONSU,3,3.93,SMRT,GAZ,PN000004,2019/10/16 14:00:00,2019/10/16 10:29:43
152,CONSU,3,14.75,SMRT,GAZ,PN000004,2019/10/16 15:00:00,2019/10/16 10:29:43
153,CONSU,4,12.42,SMRT,GAZ,PN000004,2019/10/14 05:00:00,2019/10/16 10:29:43
154,CONSU,4,5.6,SMRT,GAZ,PN000004,2019/10/14 06:00:00,2019/10/16 10:29:43
155,CONSU,4,10.96,SMRT,GAZ,PN000004,2019/10/14 07:00:00,2019/10/16 10:29:43
156,CONSU,4,2.61,SMRT,GAZ,PN000004,2019/10/14 08:00:00,2019/10/16 10:29:43
157,CONSU,4,10.92,SMRT,GAZ,PN000004,2019/10/14 09:00:00,2019/10/16 10:29:43
158,CONSU,4,13.56,SMRT,GAZ,PN000004,2019/10/14 10:00:00,2019/10/16 10:29:43
159,CONSU,4,11.31,SMRT,GAZ,PN000004,2019/10/14 11:00:00,2019/10/16 10:29:43
160,CONSU,4,16.43,SMRT,GAZ,PN000004,2019/10/14 12:00:00,2019/10/16 10:29:43
161,CONSU,4,10.31,SMRT,GAZ,PN000004,2019/10/14 13:00:00,2019/10/16 10:29:43
162,CONSU,4,0.67,SMRT,GAZ,PN000004,2019/10/14 14:00:00,2019/10/16 10:29:43
163,CONSU,4,6.14,SMRT,GAZ,PN000004,2019/10/14 15:00:00,2019/10/16 10:29:43
164,CONSU,4,17.74,SMRT,GAZ,PN000004,2019/10/14 16:00:00,2019/10/16 10:29:43
165,CONSU,4,3.9,SMRT,GAZ,PN000004,2019/10/14 17:00:00,2019/10/16 10:29:43
166,CONSU,4,4.77,SMRT,GAZ,PN000004,2019/10/14 18:00:00,2019/10/16 10:29:43
167,CONSU,4,3.44,SMRT,GAZ,PN000004,2019/10/14 19:00:00,2019/10/16 10:29:43
168,CONSU,4,14.58,SMRT,GAZ,PN000004,2019/10/14 20:00:00,2019/10/16 10:29:43
169,CONSU,4,10.93,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
170,CONSU,4,5.02,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
171,CONSU,4,10.84,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
172,CONSU,4,11.94,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
173,CONSU,4,18.43,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
174,CONSU,4,9.75,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
175,CONSU,4,5.04,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
176,CONSU,4,12.24,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
177,CONSU,4,16.35,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
178,CONSU,4,17.32,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
179,CONSU,4,5.39,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
180,CONSU,4,10.19,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
181,CONSU,4,15.31,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
182,CONSU,4,12.73,SMRT,GAZ,PN000004,2019/10/15 10:00:00,2019/10/16 10:29:43
183,CONSU,4,7.09,SMRT,GAZ,PN000004,2019/10/15 11:00:00,2019/10/16 10:29:43
184,CONSU,4,14.77,SMRT,GAZ,PN000004,2019/10/15 12:00:00,2019/10/16 10:29:43
185,CONSU,4,14.84,SMRT,GAZ,PN000004,2019/10/15 13:00:00,2019/10/16 10:29:43
186,CONSU,4,9.72,SMRT,GAZ,PN000004,2019/10/15 14:00:00,2019/10/16 10:29:43
187,CONSU,4,1.85,SMRT,GAZ,PN000004,2019/10/15 15:00:00,2019/10/16 10:29:43
188,CONSU,4,8.44,SMRT,GAZ,PN000004,2019/10/15 16:00:00,2019/10/16 10:29:43
189,CONSU,4,2.05,SMRT,GAZ,PN000004,2019/10/15 17:00:00,2019/10/16 10:29:43
190,CONSU,4,2.53,SMRT,GAZ,PN000004,2019/10/15 18:00:00,2019/10/16 10:29:43
191,CONSU,4,0.51,SMRT,GAZ,PN000004,2019/10/15 19:00:00,2019/10/16 10:29:43
192,CONSU,4,16.85,SMRT,GAZ,PN000004,2019/10/15 20:00:00,2019/10/16 10:29:43
193,CONSU,4,9.12,SMRT,GAZ,PN000004,2019/10/15 21:00:00,2019/10/16 10:29:43
194,CONSU,4,8.28,SMRT,GAZ,PN000004,2019/10/15 22:00:00,2019/10/16 10:29:43
195,CONSU,4,14.21,SMRT,GAZ,PN000004,2019/10/15 23:00:00,2019/10/16 10:29:43
196,CONSU,4,15.03,SMRT,GAZ,PN000004,2019/10/16 00:00:00,2019/10/16 10:29:43
197,CONSU,4,15.12,SMRT,GAZ,PN000004,2019/10/16 01:00:00,2019/10/16 10:29:43
198,CONSU,4,18.81,SMRT,GAZ,PN000004,2019/10/16 02:00:00,2019/10/16 10:29:43
199,CONSU,4,14.12,SMRT,GAZ,PN000004,2019/10/16 03:00:00,2019/10/16 10:29:43
200,CONSU,4,13.02,SMRT,GAZ,PN000004,2019/10/16 04:00:00,2019/10/16 10:29:43
201,CONSU,4,12.33,SMRT,GAZ,PN000004,2019/10/16 05:00:00,2019/10/16 10:29:43
202,CONSU,4,15.99,SMRT,GAZ,PN000004,2019/10/16 06:00:00,2019/10/16 10:29:43
203,CONSU,4,0.91,SMRT,GAZ,PN000004,2019/10/16 07:00:00,2019/10/16 10:29:43
204,CONSU,4,0.25,SMRT,GAZ,PN000004,2019/10/16 08:00:00,2019/10/16 10:29:43
205,CONSU,4,12.67,SMRT,GAZ,PN000004,2019/10/16 09:00:00,2019/10/16 10:29:43
206,CONSU,4,7.57,SMRT,GAZ,PN000004,2019/10/16 10:00:00,2019/10/16 10:29:43
207,CONSU,4,6.37,SMRT,GAZ,PN000004,2019/10/16 11:00:00,2019/10/16 10:29:43
208,CONSU,4,11.17,SMRT,GAZ,PN000004,2019/10/16 12:00:00,2019/10/16 10:29:43
209,CONSU,4,0.51,SMRT,GAZ,PN000004,2019/10/16 13:00:00,2019/10/16 10:29:43
210,CONSU,4,7.51,SMRT,GAZ,PN000004,2019/10/16 14:00:00,2019/10/16 10:29:43
211,CONSU,4,13.44,SMRT,GAZ,PN000004,2019/10/16 15:00:00,2019/10/16 10:29:43
212,CONSU,4,5.55,SMRT,GAZ,PN000004,2019/10/16 16:00:00,2019/10/16 10:29:43
213,CONSU,5,16.75,SMRT,GAZ,PN000004,2019/10/14 18:00:00,2019/10/16 10:29:43
214,CONSU,5,19.03,SMRT,GAZ,PN000004,2019/10/14 19:00:00,2019/10/16 10:29:43
215,CONSU,5,19.37,SMRT,GAZ,PN000004,2019/10/14 20:00:00,2019/10/16 10:29:43
216,CONSU,5,5.93,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
217,CONSU,5,13.38,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
218,CONSU,5,4.71,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
219,CONSU,5,15.3,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
220,CONSU,5,9.84,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
221,CONSU,5,8.53,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
222,CONSU,5,5.15,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
223,CONSU,5,13.63,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
224,CONSU,5,17.87,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
225,CONSU,5,19.37,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
226,CONSU,5,7.82,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
227,CONSU,5,4.64,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
228,CONSU,5,19.96,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
229,CONSU,5,10.59,SMRT,GAZ,PN000004,2019/10/15 10:00:00,2019/10/16 10:29:43
230,CONSU,5,0.77,SMRT,GAZ,PN000004,2019/10/15 11:00:00,2019/10/16 10:29:43
231,CONSU,5,14.48,SMRT,GAZ,PN000004,2019/10/15 12:00:00,2019/10/16 10:29:43
232,CONSU,5,7.04,SMRT,GAZ,PN000004,2019/10/15 13:00:00,2019/10/16 10:29:43
233,CONSU,5,8.07,SMRT,GAZ,PN000004,2019/10/15 14:00:00,2019/10/16 10:29:43
234,CONSU,5,15.58,SMRT,GAZ,PN000004,2019/10/15 15:00:00,2019/10/16 10:29:43
235,CONSU,5,3.58,SMRT,GAZ,PN000004,2019/10/15 16:00:00,2019/10/16 10:29:43
236,CONSU,5,7.09,SMRT,GAZ,PN000004,2019/10/15 17:00:00,2019/10/16 10:29:43
237,CONSU,5,3.67,SMRT,GAZ,PN000004,2019/10/15 18:00:00,2019/10/16 10:29:43
238,CONSU,5,13.83,SMRT,GAZ,PN000004,2019/10/15 19:00:00,2019/10/16 10:29:43
239,CONSU,5,18.32,SMRT,GAZ,PN000004,2019/10/15 20:00:00,2019/10/16 10:29:43
240,CONSU,5,14.06,SMRT,GAZ,PN000004,2019/10/15 21:00:00,2019/10/16 10:29:43
241,CONSU,5,5.63,SMRT,GAZ,PN000004,2019/10/15 22:00:00,2019/10/16 10:29:43
242,CONSU,5,14.01,SMRT,GAZ,PN000004,2019/10/15 23:00:00,2019/10/16 10:29:43
243,CONSU,5,0.03,SMRT,GAZ,PN000004,2019/10/16 00:00:00,2019/10/16 10:29:43
244,CONSU,5,5.18,SMRT,GAZ,PN000004,2019/10/16 01:00:00,2019/10/16 10:29:43
245,CONSU,5,18.35,SMRT,GAZ,PN000004,2019/10/16 02:00:00,2019/10/16 10:29:43
246,CONSU,5,0.35,SMRT,GAZ,PN000004,2019/10/16 03:00:00,2019/10/16 10:29:43
247,CONSU,5,4.69,SMRT,GAZ,PN000004,2019/10/16 04:00:00,2019/10/16 10:29:43
248,CONSU,5,19.0,SMRT,GAZ,PN000004,2019/10/16 05:00:00,2019/10/16 10:29:43
249,CONSU,5,7.11,SMRT,GAZ,PN000004,2019/10/16 06:00:00,2019/10/16 10:29:43
250,CONSU,5,14.06,SMRT,GAZ,PN000004,2019/10/16 07:00:00,2019/10/16 10:29:43
251,CONSU,5,10.96,SMRT,GAZ,PN000004,2019/10/16 08:00:00,2019/10/16 10:29:43
252,CONSU,5,5.65,SMRT,GAZ,PN000004,2019/10/16 09:00:00,2019/10/16 10:29:43
253,CONSU,5,10.97,SMRT,GAZ,PN000004,2019/10/16 10:00:00,2019/10/16 10:29:43
254,CONSU,5,7.12,SMRT,GAZ,PN000004,2019/10/16 11:00:00,2019/10/16 10:29:43
255,CONSU,5,8.03,SMRT,GAZ,PN000004,2019/10/16 12:00:00,2019/10/16 10:29:43
256,CONSU,5,16.4,SMRT,GAZ,PN000004,2019/10/16 13:00:00,2019/10/16 10:29:43
257,CONSU,5,15.25,SMRT,GAZ,PN000004,2019/10/16 14:00:00,2019/10/16 10:29:43
258,CONSU,5,10.96,SMRT,GAZ,PN000004,2019/10/16 15:00:00,2019/10/16 10:29:43
259,CONSU,5,19.24,SMRT,GAZ,PN000004,2019/10/16 16:00:00,2019/10/16 10:29:43
260,CONSU,5,18.99,SMRT,GAZ,PN000004,2019/10/16 17:00:00,2019/10/16 10:29:43
261,CONSU,6,0.83,SMRT,GAZ,PN000004,2019/10/14 10:00:00,2019/10/16 10:29:43
262,CONSU,6,15.1,SMRT,GAZ,PN000004,2019/10/14 11:00:00,2019/10/16 10:29:43
263,CONSU,6,9.07,SMRT,GAZ,PN000004,2019/10/14 12:00:00,2019/10/16 10:29:43
264,CONSU,6,4.96,SMRT,GAZ,PN000004,2019/10/14 13:00:00,2019/10/16 10:29:43
265,CONSU,6,18.36,SMRT,GAZ,PN000004,2019/10/14 14:00:00,2019/10/16 10:29:43
266,CONSU,6,14.41,SMRT,GAZ,PN000004,2019/10/14 15:00:00,2019/10/16 10:29:43
267,CONSU,6,19.2,SMRT,GAZ,PN000004,2019/10/14 16:00:00,2019/10/16 10:29:43
268,CONSU,6,10.93,SMRT,GAZ,PN000004,2019/10/14 17:00:00,2019/10/16 10:29:43
269,CONSU,6,15.1,SMRT,GAZ,PN000004,2019/10/14 18:00:00,2019/10/16 10:29:43
270,CONSU,6,18.92,SMRT,GAZ,PN000004,2019/10/14 19:00:00,2019/10/16 10:29:43
271,CONSU,6,10.37,SMRT,GAZ,PN000004,2019/10/14 20:00:00,2019/10/16 10:29:43
272,CONSU,6,1.81,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
273,CONSU,6,3.64,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
274,CONSU,6,13.23,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
275,CONSU,6,5.42,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
276,CONSU,6,8.51,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
277,CONSU,6,15.34,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
278,CONSU,6,18.82,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
279,CONSU,6,19.05,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
280,CONSU,6,18.34,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
281,CONSU,6,7.35,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
282,CONSU,6,12.16,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
283,CONSU,6,5.81,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
284,CONSU,6,18.47,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
285,CONSU,6,4.52,SMRT,GAZ,PN000004,2019/10/15 10:00:00,2019/10/16 10:29:43
286,CONSU,6,12.76,SMRT,GAZ,PN000004,2019/10/15 11:00:00,2019/10/16 10:29:43
287,CONSU,6,11.35,SMRT,GAZ,PN000004,2019/10/15 12:00:00,2019/10/16 10:29:43
288,CONSU,6,18.06,SMRT,GAZ,PN000004,2019/10/15 13:00:00,2019/10/16 10:29:43
289,CONSU,6,19.42,SMRT,GAZ,PN000004,2019/10/15 14:00:00,2019/10/16 10:29:43
290,CONSU,6,7.06,SMRT,GAZ,PN000004,2019/10/15 15:00:00,2019/10/16 10:29:43
291,CONSU,6,0.6,SMRT,GAZ,PN000004,2019/10/15 16:00:00,2019/10/16 10:29:43
292,CONSU,6,9.94,SMRT,GAZ,PN000004,2019/10/15 17:00:00,2019/10/16 10:29:43
293,CONSU,6,14.91,SMRT,GAZ,PN000004,2019/10/15 18:00:00,2019/10/16 10:29:43
294,CONSU,6,1.28,SMRT,GAZ,PN000004,2019/10/15 19:00:00,2019/10/16 10:29:43
295,CONSU,6,7.85,SMRT,GAZ,PN000004,2019/10/15 20:00:00,2019/10/16 10:29:43
296,CONSU,6,18.82,SMRT,GAZ,PN000004,2019/10/15 21:00:00,2019/10/16 10:29:43
297,CONSU,6,2.63,SMRT,GAZ,PN000004,2019/10/15 22:00:00,2019/10/16 10:29:43
298,CONSU,6,4.55,SMRT,GAZ,PN000004,2019/10/15 23:00:00,2019/10/16 10:29:43
299,CONSU,6,0.34,SMRT,GAZ,PN000004,2019/10/16 00:00:00,2019/10/16 10:29:43
300,CONSU,6,8.38,SMRT,GAZ,PN000004,2019/10/16 01:00:00,2019/10/16 10:29:43
301,CONSU,6,9.74,SMRT,GAZ,PN000004,2019/10/16 02:00:00,2019/10/16 10:29:43
302,CONSU,6,10.33,SMRT,GAZ,PN000004,2019/10/16 03:00:00,2019/10/16 10:29:43
303,CONSU,6,18.48,SMRT,GAZ,PN000004,2019/10/16 04:00:00,2019/10/16 10:29:43
304,CONSU,6,7.51,SMRT,GAZ,PN000004,2019/10/16 05:00:00,2019/10/16 10:29:43
305,CONSU,6,3.67,SMRT,GAZ,PN000004,2019/10/16 06:00:00,2019/10/16 10:29:43
306,CONSU,6,1.7,SMRT,GAZ,PN000004,2019/10/16 07:00:00,2019/10/16 10:29:43
307,CONSU,6,16.24,SMRT,GAZ,PN000004,2019/10/16 08:00:00,2019/10/16 10:29:43
308,CONSU,6,1.31,SMRT,GAZ,PN000004,2019/10/16 09:00:00,2019/10/16 10:29:43
309,CONSU,6,3.29,SMRT,GAZ,PN000004,2019/10/16 10:00:00,2019/10/16 10:29:43
310,CONSU,6,13.89,SMRT,GAZ,PN000004,2019/10/16 11:00:00,2019/10/16 10:29:43
311,CONSU,6,16.13,SMRT,GAZ,PN000004,2019/10/16 12:00:00,2019/10/16 10:29:43
312,CONSU,7,2.97,SMRT,GAZ,PN000004,2019/10/14 05:00:00,2019/10/16 10:29:43
313,CONSU,7,6.05,SMRT,GAZ,PN000004,2019/10/14 06:00:00,2019/10/16 10:29:43
314,CONSU,7,16.57,SMRT,GAZ,PN000004,2019/10/14 07:00:00,2019/10/16 10:29:43
315,CONSU,7,16.42,SMRT,GAZ,PN000004,2019/10/14 08:00:00,2019/10/16 10:29:43
316,CONSU,7,15.98,SMRT,GAZ,PN000004,2019/10/14 09:00:00,2019/10/16 10:29:43
317,CONSU,7,12.24,SMRT,GAZ,PN000004,2019/10/14 10:00:00,2019/10/16 10:29:43
318,CONSU,7,12.01,SMRT,GAZ,PN000004,2019/10/14 11:00:00,2019/10/16 10:29:43
319,CONSU,7,5.74,SMRT,GAZ,PN000004,2019/10/14 12:00:00,2019/10/16 10:29:43
320,CONSU,7,19.36,SMRT,GAZ,PN000004,2019/10/14 13:00:00,2019/10/16 10:29:43
321,CONSU,7,6.59,SMRT,GAZ,PN000004,2019/10/14 14:00:00,2019/10/16 10:29:43
322,CONSU,7,3.86,SMRT,GAZ,PN000004,2019/10/14 15:00:00,2019/10/16 10:29:43
323,CONSU,7,13.25,SMRT,GAZ,PN000004,2019/10/14 16:00:00,2019/10/16 10:29:43
324,CONSU,7,6.84,SMRT,GAZ,PN000004,2019/10/14 17:00:00,2019/10/16 10:29:43
325,CONSU,7,2.67,SMRT,GAZ,PN000004,2019/10/14 18:00:00,2019/10/16 10:29:43
326,CONSU,7,5.68,SMRT,GAZ,PN000004,2019/10/14 19:00:00,2019/10/16 10:29:43
327,CONSU,7,4.46,SMRT,GAZ,PN000004,2019/10/14 20:00:00,2019/10/16 10:29:43
328,CONSU,7,0.06,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
329,CONSU,7,19.52,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
330,CONSU,7,6.58,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
331,CONSU,7,4.04,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
332,CONSU,7,15.45,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
333,CONSU,7,13.77,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
334,CONSU,7,15.98,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
335,CONSU,7,15.24,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
336,CONSU,7,3.52,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
337,CONSU,7,2.28,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
338,CONSU,7,18.98,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
339,CONSU,7,10.91,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
340,CONSU,7,5.98,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
341,CONSU,7,1.15,SMRT,GAZ,PN000004,2019/10/15 10:00:00,2019/10/16 10:29:43
342,CONSU,7,8.33,SMRT,GAZ,PN000004,2019/10/15 11:00:00,2019/10/16 10:29:43
343,CONSU,7,14.56,SMRT,GAZ,PN000004,2019/10/15 12:00:00,2019/10/16 10:29:43
344,CONSU,7,9.22,SMRT,GAZ,PN000004,2019/10/15 13:00:00,2019/10/16 10:29:43
345,CONSU,7,5.97,SMRT,GAZ,PN000004,2019/10/15 14:00:00,2019/10/16 10:29:43
346,CONSU,7,18.54,SMRT,GAZ,PN000004,2019/10/15 15:00:00,2019/10/16 10:29:43
347,CONSU,7,4.55,SMRT,GAZ,PN000004,2019/10/15 16:00:00,2019/10/16 10:29:43
348,CONSU,7,9.12,SMRT,GAZ,PN000004,2019/10/15 17:00:00,2019/10/16 10:29:43
349,CONSU,7,15.17,SMRT,GAZ,PN000004,2019/10/15 18:00:00,2019/10/16 10:29:43
350,CONSU,7,15.63,SMRT,GAZ,PN000004,2019/10/15 19:00:00,2019/10/16 10:29:43
351,CONSU,7,19.93,SMRT,GAZ,PN000004,2019/10/15 20:00:00,2019/10/16 10:29:43
352,CONSU,7,11.83,SMRT,GAZ,PN000004,2019/10/15 21:00:00,2019/10/16 10:29:43
353,CONSU,7,7.94,SMRT,GAZ,PN000004,2019/10/15 22:00:00,2019/10/16 10:29:43
354,CONSU,7,7.33,SMRT,GAZ,PN000004,2019/10/15 23:00:00,2019/10/16 10:29:43
355,CONSU,7,19.21,SMRT,GAZ,PN000004,2019/10/16 00:00:00,2019/10/16 10:29:43
356,CONSU,7,14.5,SMRT,GAZ,PN000004,2019/10/16 01:00:00,2019/10/16 10:29:43
357,CONSU,7,11.61,SMRT,GAZ,PN000004,2019/10/16 02:00:00,2019/10/16 10:29:43
358,CONSU,7,5.23,SMRT,GAZ,PN000004,2019/10/16 03:00:00,2019/10/16 10:29:43
359,CONSU,7,15.44,SMRT,GAZ,PN000004,2019/10/16 04:00:00,2019/10/16 10:29:43
360,CONSU,7,3.13,SMRT,GAZ,PN000004,2019/10/16 05:00:00,2019/10/16 10:29:43
361,CONSU,7,12.46,SMRT,GAZ,PN000004,2019/10/16 06:00:00,2019/10/16 10:29:43
362,CONSU,7,15.81,SMRT,GAZ,PN000004,2019/10/16 07:00:00,2019/10/16 10:29:43
363,CONSU,7,9.18,SMRT,GAZ,PN000004,2019/10/16 08:00:00,2019/10/16 10:29:43
364,CONSU,7,14.14,SMRT,GAZ,PN000004,2019/10/16 09:00:00,2019/10/16 10:29:43
365,CONSU,7,6.94,SMRT,GAZ,PN000004,2019/10/16 10:00:00,2019/10/16 10:29:43
366,CONSU,8,19.36,SMRT,GAZ,PN000004,2019/10/14 21:00:00,2019/10/16 10:29:43
367,CONSU,8,3.26,SMRT,GAZ,PN000004,2019/10/14 22:00:00,2019/10/16 10:29:43
368,CONSU,8,2.01,SMRT,GAZ,PN000004,2019/10/14 23:00:00,2019/10/16 10:29:43
369,CONSU,8,4.31,SMRT,GAZ,PN000004,2019/10/15 00:00:00,2019/10/16 10:29:43
370,CONSU,8,18.84,SMRT,GAZ,PN000004,2019/10/15 01:00:00,2019/10/16 10:29:43
371,CONSU,8,1.31,SMRT,GAZ,PN000004,2019/10/15 02:00:00,2019/10/16 10:29:43
372,CONSU,8,12.77,SMRT,GAZ,PN000004,2019/10/15 03:00:00,2019/10/16 10:29:43
373,CONSU,8,11.15,SMRT,GAZ,PN000004,2019/10/15 04:00:00,2019/10/16 10:29:43
374,CONSU,8,19.42,SMRT,GAZ,PN000004,2019/10/15 05:00:00,2019/10/16 10:29:43
375,CONSU,8,5.87,SMRT,GAZ,PN000004,2019/10/15 06:00:00,2019/10/16 10:29:43
376,CONSU,8,6.11,SMRT,GAZ,PN000004,2019/10/15 07:00:00,2019/10/16 10:29:43
377,CONSU,8,18.82,SMRT,GAZ,PN000004,2019/10/15 08:00:00,2019/10/16 10:29:43
378,CONSU,8,4.72,SMRT,GAZ,PN000004,2019/10/15 09:00:00,2019/10/16 10:29:43
